[디지털컨버전스]자바(JAVA) 안드로이드 웹 & 앱 개발자 B,이젠아카데미평생교육원,21/05/03~21/12/03,210503,211203,150일  총900시간,73.6,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000278693&tracseTme=2&crseTracseSe=C0061&trainstCstmrId=500020050800#undefined,37.5025398,127.0248679
(파이프용접) 티그 파이프 용접,이니용접기술학원,21/05/03~21/08/27,210503,210827,83일  총640시간,51.4,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000269259&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020061268#undefined,35.8356229,128.7329706
게임그래픽 전문가 양성 심화,엔조이씨지(EnjoyCG),21/05/03~21/12/27,210503,211227,159일  총820시간,29,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000297143&tracseTme=2&crseTracseSe=C0061&trainstCstmrId=500020031267#undefined,37.4946538,127.0305905
(태양광발전설비)태양광발전설비(내선공사및 원격보조 포함)(B),미래직업전문학교,21/05/03~21/09/29,210503,210929,101일  총768시간,75,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000273957&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020014425#undefined,35.1217275,129.044975
[과정평가형]전산응용기계제도기능사 과정,한독직업전문학교,21/05/03~21/09/07,210503,210907,86일  총600시간,81.8,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000288593&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020031016#undefined,35.2228328,128.6825963
웨어러블 기기를 활용한 스마트 캐포츠 패션디자인과정,서면미리벌직업전문학교,21/05/03~21/11/04,210503,211104,129일  총900시간,54.8,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000290828&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020012653#undefined,35.1556825,129.0615013
(디지털디자인) [비전공/초보자] 웹디자인&웹퍼블리셔 양성과정,그린컴퓨터아카데미 부천,21/05/03~21/09/30,210503,210930,95일  총760시간,69,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000270210&tracseTme=2&crseTracseSe=C0061&trainstCstmrId=500020046288#undefined,37.484442,126.7834507
전기(산업)기사취득 (스마트과정),베스트전기학원,21/05/03~21/08/13,210503,210813,73일  총365시간,-,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20210000314068&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020055902#undefined,35.1549213,129.059495
파이썬 기초부터! 딥러닝과 머신러닝을 통한 인공지능(AI) 인재 양성 과정,원광대학교산학협력단,21/05/03~21/06/28,210503,210628,38일  총190시간,-,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000311836&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020040484#undefined,35.9703446,126.9547563
일반기계기사(필기+실기) 자격증 과정,원광대학교산학협력단,21/05/03~21/06/24,210503,210624,36일  총180시간,-,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000311685&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020040484#undefined,35.9703446,126.9547563
빅데이터 분석 활용을 위한 ! 빅데이터 전문가 양성과정,군산대학교 산학협력단,21/05/03~21/07/06,210503,210706,38일  총190시간,-,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000310943&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020011185#undefined,35.9460546,126.6821658
전산회계1급 + 컴퓨터활용능력2급 자격취득 과정,미래직업능력개발학원,21/05/03~21/07/01,210503,210701,40일  총200시간,-,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000310551&tracseTme=2&crseTracseSe=C0061&trainstCstmrId=500020024764#undefined,34.8165431,126.4232699
사무 (e-Test + 컴활 2급 (실기)) 자격증 취득 과정,군산대학교 산학협력단,21/05/03~21/06/22,210503,210622,30일  총150시간,-,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000310345&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020011185#undefined,35.9460546,126.6821658
파이썬을 시작으로 딥러닝&머신러닝 개발까지 - 인공지능(AI) 입문과정,군산대학교 산학협력단,21/05/03~21/07/06,210503,210706,38일  총190시간,-,https://www.hrd.go.kr/hrdp/co/pcobo/PCOBO0100P.do?tracseId=AIG20200000310159&tracseTme=1&crseTracseSe=C0061&trainstCstmrId=500020011185#undefined,35.9460546,126.6821658
